Name,Friendly Name,Device Type,Company Name,Company Friendly Name,Site Name,Site Friendly Name,OS,OS Architecture,OS Language,IP Address,External IP Address,System Domain Role,Device Serial Number,Installed Date,System Model,Processor,Processor Type,Number Of Processors,Number of Cores,RAM (GB),Disk Manufacturer/Model,Disk Interface Type,Disk Volume (GB),Partitions,BIOS Version,BIOS Manufacturer,BIOS Serial No,Bios Product,Base Board Manufacturer,Device Time Zone,Last Check Date
BDR-LT-13009,BDR-LT-13009,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.1.233,109.156.176.225,Standalone Workstation,FYPMML3,01/14/2025 12:57 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.39.0,Dell Inc.,FYPMML3,BIOS Date: 12/11/2024 Ver: 1.39.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:00 am
2019-RDS,2019-RDS,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),194.0.10.14,62.232.211.2,Member Server,VMware-42 13 59 cb 35 75 6f f4-8c ab 20 5c 1c db 04 c2,10/14/2024 12:10 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,Central Processor,8,1,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,150.00,2,6.00,Phoenix Technologies LTD,VMware-42 13 59 cb 35 75 6f f4-8c ab 20 5c 1c db 04 c2,BIOS Date: 12/12/2018 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,07/20/2025 11:48 am
BDR-LT-AA13046,BDR-LT-AA13046,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"192.168.51.123, 192.168.160.1, 192.168.139.1, 192.168.51.104",195.224.83.226,Member Workstation,J6Z42D3,04/16/2025 11:49 am,Vostro 3500,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PC SN530 NVMe WDC 256GB,SCSI,238.47,3,1.37.0,Dell Inc.,J6Z42D3,BIOS Date: 02/27/2025 Ver: 1.37.0,Dell Inc.,(UTC +0100) BST,07/18/2025 04:21 pm
BDR-SnipeIT,BDR-SnipeIT,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),10.1.1.140,80.79.134.68,Member Server,VMware-42 18 a8 9c 4c 0b 4d 89-ac 63 c3 65 ec f4 33 46,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,3,1,8.88,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,90.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 a8 9c 4c 0b 4d 89-ac 63 c3 65 ec f4 33 46,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 04:34 am
Pegasus-MR,Pegasus-MR,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),194.0.20.23,62.232.243.194,Standalone Workstation,168373,03/03/2025 02:01 pm,O29O016P1,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / ORIGIN Inception TLC830 Pro NVMe 256GB,SCSI,238.47,3,5.19,"American Megatrends International, LLC.",168373,BIOS Date: 01/31/2023 Ver: 5.19,JWIPC,(UTC +0100) BST,07/10/2025 09:43 am
BDR-LT-AA13061,BDR-LT-AA13061,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.56.22,195.224.78.142,Member Workstation,HDTMML3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,HDTMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:04 am
BDRCPT-GPTH184,BDRCPT-GPTH184,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),"172.29.192.1, 10.10.2.49",41.132.67.243,Standalone Workstation,GTPH184,05/07/2025 11:56 am,Latitude 3450,Intel(R) Core(TM) Ultra 7 155U,Central Processor,1,12,32.00,(Standard disk drives) / NVMe EG6 KIOXIA 512GB,SCSI,476.94,4,1.13.1,Dell Inc.,GTPH184,BIOS Date: 05/13/2025 Ver: 1.13.1,Dell Inc.,(UTC +0100) BST,07/18/2025 05:03 pm
2019-dc3,2019-dc3,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),194.0.10.16,62.232.211.2,Primary Domain Controller,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,Central Processor,2,1,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,175.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,BIOS Date: 12/12/2018 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,07/20/2025 07:05 pm
ZBookPaulBDR,ZBookPaulBDR,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.0.4,195.224.83.226,Standalone Workstation,5CD022G00C,05/01/2025 08:39 pm,HP ZBook 15 G6,Intel(R) Core(TM) i7-9850H CPU @ 2.60GHz,Central Processor,1,6,16.00,(Standard disk drives) / WDC PC SN720 SDAPNTW-512G-1006,SCSI,476.94,3,R92 Ver. 01.32.00,HP,5CD022G00C,BIOS Date: 03/04/2025 Ver: R92 Ver. 01.32.00,HP,(UTC +0100) BST,07/21/2025 08:01 am
BDR-LT-2139,BDR-LT-2139,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.1.91,86.132.172.29,Member Workstation,HDV30B3,10/14/2024 12:09 pm,Latitude 3410,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / BC511 NVMe SK hynix 256GB,SCSI,238.47,4,1.31.0,Dell Inc.,HDV30B3,BIOS Date: 09/09/2024 Ver: 1.31.0,Dell Inc.,(UTC +0100) BST,06/05/2025 08:02 pm
bdr-bhm-sql01,bdr-bhm-sql01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.125,80.79.134.68,Member Server,VMware-42 18 ec 39 13 43 dc 3a-6d bb b1 16 22 4d ab 9c,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,2,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,1,VMW71.00V.21100432.B64.2301110304,"VMware, Inc.",VMware-42 18 ec 39 13 43 dc 3a-6d bb b1 16 22 4d ab 9c,BIOS Date: 01/11/2023 Ver: VMW71.00V.21100432.B64.2301110304,Intel Corporation,(UTC +0100) BST,07/21/2025 07:39 am
TFMLAP107,TFMLAP107,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.40,82.0.249.241,Member Workstation,B37TVC3,01/15/2025 02:22 pm,Inspiron 3505,AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx  ,Central Processor,1,4,8.00,(Standard disk drives) / PM991 NVMe Samsung 256GB,SCSI,238.47,3,1.13.0,Dell Inc.,B37TVC3,BIOS Date: 05/03/2023 Ver: 1.13.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:03 am
BDR-LT-AA15704,BDR-LT-AA15704,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.51.76,195.224.83.226,Standalone Workstation,151WT93,12/02/2024 03:20 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,151WT93,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,04/11/2025 05:06 pm
Joes-PC,Joes-PC,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.1.131,86.190.77.135,Standalone Workstation,0F397BV24283FB,12/11/2024 09:00 am,Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,Central Processor,1,10,16.00,(Standard disk drives) / MZ9L4512HBLU-00BMV-SAMSUNG,SCSI,476.94,3,21.106.143,Microsoft Corporation,0F397BV24283FB,BIOS Date: 03/13/2025 Ver: 21.106.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 09:00 am
DESKTOP-L51RNIN,DESKTOP-L51RNIN,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.56.31,86.15.45.196,Member Workstation,0F397HD24283FB,12/04/2024 09:22 am,Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,Central Processor,1,10,16.00,(Standard disk drives) / MZ9L4512HBLU-00BMV-SAMSUNG,SCSI,476.94,3,21.106.143,Microsoft Corporation,0F397HD24283FB,BIOS Date: 03/13/2025 Ver: 21.106.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 07:28 am
BDR-LT-2089,BDR-LT-2089,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.56.236,195.224.78.142,Member Workstation,923CD63,10/14/2024 12:09 pm,Latitude 3410,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991 NVMe Samsung 256GB,SCSI,238.47,4,1.31.0,Dell Inc.,923CD63,BIOS Date: 09/09/2024 Ver: 1.31.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:55 am
MP278YL1,MP278YL1,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 23H2,64-bit,English (United Kingdom),192.168.1.113,143.58.205.133,Standalone Workstation,MP278YL1,10/14/2024 12:09 pm,20VE,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe SKHynix_HFM256GD3HX015N,SCSI,238.47,3,F8CN47WW(V2.10),LENOVO,MP278YL1,BIOS Date: 03/27/2022 Ver: F8CN47WW(V2.10),LENOVO,(UTC +0100) BST,07/14/2025 11:06 am
TFMLAP22,TFMLAP22,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.30,82.19.173.34,Member Workstation,CNU3449QFK,01/15/2025 09:54 am,HP EliteBook 8470p,Intel(R) Core(TM) i5-3320M CPU @ 2.60GHz,Central Processor,1,2,8.00,(Standard disk drives) / WDC WD3200BPVT-08JJ5T0,IDE,298.09,4,68ICF Ver. F.66,Hewlett-Packard,CNU3449QFK,BIOS Date: 09/29/2016 Ver: 68ICF Ver. F.66,Hewlett-Packard,(UTC +0100) BST,07/16/2025 10:52 am
BDR-LT-11309,BDR-LT-11309,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.1.111,31.54.213.83,Member Workstation,1LC2X93,10/14/2024 12:09 pm,Latitude 5520,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,Central Processor,1,4,32.00,(Standard disk drives) / CT500P2SSD8,SCSI,465.76,3,1.44.1,Dell Inc.,1LC2X93,BIOS Date: 04/30/2025 Ver: 1.44.1,Dell Inc.,(UTC +0100) BST,07/18/2025 10:25 am
Support2,Support2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 7 Professional 6.1.7601,32-bit,English (United Kingdom),192.168.51.76,195.224.83.226,Member Workstation,CZC9502GSV,01/31/2025 12:16 pm,HP Compaq 6000 Pro MT PC,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,Central Processor,1,2,12.04,(Standard disk drives) / ST3500418AS,IDE,465.76,3,786G2 v01.09,Hewlett-Packard,CZC9502GSV,BIOS Date: 08/25/2009 Ver: 786G2 v01.09,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:06 pm
PF409Z6Z-MG,PF409Z6Z-MG,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United States),194.0.10.63,62.105.82.130,Member Workstation,PF490Z6Z,10/14/2024 12:09 pm,82TT,12th Gen Intel(R) Core(TM) i7-1255U,Central Processor,1,10,16.00,(Standard disk drives) / SAMSUNG MZAL4512HBLU-00BL2,SCSI,476.94,3,JKCN37WW,LENOVO,PF490Z6Z,BIOS Date: 01/06/2023 Ver: JKCN37WW,LENOVO,(UTC +0100) BST,06/06/2025 10:51 am
TFMLAP103,TFMLAP103,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),"192.168.1.165, 192.168.1.123",86.145.102.43,Member Workstation,1THW7F3,01/14/2025 09:54 am,Vostro 3500,11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz,Central Processor,1,2,8.00,(Standard disk drives) / PC SN530 NVMe WDC 256GB,SCSI,238.47,3,1.37.0,Dell Inc.,1THW7F3,BIOS Date: 02/27/2025 Ver: 1.37.0,Dell Inc.,(UTC +0100) BST,05/21/2025 07:57 am
BDR-LT-1315,BDR-LT-1315,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),"172.17.208.1, 192.168.51.153",195.224.83.226,Member Workstation,FLLXGT2,10/14/2024 12:09 pm,Latitude 3400,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / BC501 NVMe SK hynix 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,FLLXGT2,BIOS Date: 03/26/2025 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:15 am
BDR-CTX-RDS10,BDR-CTX-RDS10,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.122,80.79.134.68,Member Server,VMware-42 18 24 29 0e 41 3e 99-3a 46 19 41 10 d5 23 3a,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,4,2,48.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,110.00,4,VMW71.00V.21100432.B64.2301110304,"VMware, Inc.",VMware-42 18 24 29 0e 41 3e 99-3a 46 19 41 10 d5 23 3a,BIOS Date: 01/11/2023 Ver: VMW71.00V.21100432.B64.2301110304,Intel Corporation,(UTC +0100) BST,07/20/2025 12:32 pm
BDR-LT-9WYZ284,BDR-LT-9WYZ285,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United States),192.168.1.72,152.110.72.173,Standalone Workstation,9WYZ284,05/02/2025 09:00 am,Latitude 3450,Intel(R) Core(TM) Ultra 7 155U,Central Processor,1,12,32.00,(Standard disk drives) / NVMe BM9C1 Samsung 512GB,SCSI,476.94,4,1.13.1,Dell Inc.,9WYZ284,BIOS Date: 05/13/2025 Ver: 1.13.1,Dell Inc.,(UTC +0200) SAST,07/21/2025 08:12 am
BDR-8x8-Phython,BDR-8X8-PHYTHON,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.179,80.79.134.68,Member Server,VMware-42 18 b7 30 12 c3 2e 57-f0 76 97 a1 92 cb f0 5f,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,1,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,150.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 b7 30 12 c3 2e 57-f0 76 97 a1 92 cb f0 5f,BIOS Date: 05/28/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 04:59 pm
Phoenix-MR,Phoenix-MR,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),194.0.10.88,62.105.82.130,Standalone Workstation,168372,10/14/2024 12:09 pm,O29O016P1,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / ORIGIN Inception TLC830 Pro NVMe 256GB,SCSI,238.47,3,5.19,"American Megatrends International, LLC.",168372,BIOS Date: 01/31/2023 Ver: 5.19,JWIPC,(UTC +0100) BST,07/21/2025 05:51 am
DESKTOP-8I3T370,BDR-Boardroom,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 IoT Enterprise 23H2,64-bit,English (United Kingdom),"192.168.51.67, 172.30.240.1",195.224.83.226,Standalone Workstation,S4QH6487,02/19/2025 09:57 am,10T1S01701,Intel(R) Core(TM) i5-9600T CPU @ 2.30GHz,Central Processor,1,6,8.00,(Standard disk drives) / SAMSUNG MZALQ128HBHQ-000L1,SCSI,119.24,3,M1UKT77A,LENOVO,S4QH6487,BIOS Date: 04/10/2024 Ver: M1UKT77A,LENOVO,(UTC +0100) BST,07/21/2025 06:03 am
LAPTOP-3NVEJQ87,LAPTOP-3NVEJQ87,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Home 24H2,64-bit,English (United Kingdom),192.168.68.57,80.189.133.61,Standalone Workstation,N3N0CV04T64409B,10/14/2024 12:09 pm,ZenBook UX482EGR_UX482EGR,11th Gen Intel(R) Core(TM) i7-1195G7 @ 2.90GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe HFM512GD3JX013N,SCSI,476.94,4,UX482EGR.307,"American Megatrends International, LLC.",N3N0CV04T64409B,BIOS Date: 07/18/2023 Ver: UX482EGR.307,ASUSTeK COMPUTER INC.,(UTC +0100) BST,07/21/2025 06:45 am
AA14003,AA14003,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"192.168.56.51, 192.168.56.49",195.224.78.142,Standalone Workstation,CMXKWL3,06/25/2025 01:53 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.41.1,Dell Inc.,CMXKWL3,BIOS Date: 04/30/2025 Ver: 1.41.1,Dell Inc.,(UTC +0100) BST,07/18/2025 09:00 am
BDR-LT-13029,BDR-LT-13029,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.135,195.224.83.226,Member Workstation,9JGMML3,01/08/2025 03:19 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,9JGMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:08 am
NQ7-SiegfriedS,NQ7-SiegfriedS,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United States),192.168.44.174,195.224.83.226,Standalone Workstation,2138-5340-5669-4903-7776-0538-98,04/07/2025 06:02 pm,Virtual Machine,Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz,Central Processor,1,2,7.91,(Standard disk drives) / Microsoft Virtual Disk,SCSI,127.00,3,Hyper-V UEFI Release v4.1,Microsoft Corporation,2138-5340-5669-4903-7776-0538-98,BIOS Date: 12/03/2020 Ver: Hyper-V UEFI Release v4.1,Microsoft Corporation,(UTC +0100) BST,05/15/2025 12:09 pm
BDR-LT-AA15077,BDR-LT-AA15077,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United States),192.168.0.29,195.224.83.226,Standalone Workstation,4T8VMX3,01/10/2025 08:44 am,Latitude 3540,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,8.00,(Standard disk drives) / NVMe BC901 NVMe SK hynix 256GB,SCSI,238.47,4,1.22.0,Dell Inc.,4T8VMX3,BIOS Date: 03/25/2025 Ver: 1.22.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:53 am
DESKTOP-0A5B6AL,DESKTOP-0A5B6AL,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.0.25,82.31.120.82,Member Workstation,8J681Z2,01/08/2025 04:30 pm,Latitude 5400,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / BC501 NVMe SK hynix 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,8J681Z2,BIOS Date: 03/06/2025 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:06 am
BDR-LT-AA14255,BDR-LT-AA14255,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.0.101,81.96.6.229,Member Workstation,2NTNGW2,10/14/2024 12:09 pm,Latitude 3400,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVM,SCSI,238.47,3,1.36.0,Dell Inc.,2NTNGW2,BIOS Date: 12/18/2024 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/17/2025 08:53 pm
BDR-LT-AA13822,BDR-LT-AA13822,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.56.32,195.224.78.142,Member Workstation,GQX2DL3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,GQX2DL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,06/03/2025 09:46 pm
BDR-LT-AA208134,BDR-LT-AA208134,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),192.168.56.34,195.224.78.142,Standalone Workstation,6QZKG74,07/14/2025 03:13 pm,Latitude 3550,13th Gen Intel(R) Core(TM) i7-1355U,Central Processor,1,10,16.00,(Standard disk drives) / NVMe P41PL NVMe SOLIDIGM 512GB,SCSI,476.94,4,1.13.1,Dell Inc.,6QZKG74,BIOS Date: 05/13/2025 Ver: 1.13.1,Dell Inc.,(UTC +0100) BST,07/19/2025 04:18 pm
Joe-B-PC,Joe-B-PC,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"192.168.51.82, 172.17.16.1",195.224.83.226,Standalone Workstation,9GF0HS3,09/25/2024 10:28 am,Precision 3570,12th Gen Intel(R) Core(TM) i7-1255U,Central Processor,1,10,16.00,(Standard disk drives) / PC801 NVMe SK hynix 512GB,SCSI,476.94,3,1.30.1,Dell Inc.,9GF0HS3,BIOS Date: 05/01/2025 Ver: 1.30.1,Dell Inc.,(UTC +0100) BST,07/21/2025 08:14 am
BDR-LT-MW,BDR-LT-MW,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.15,90.198.140.26,Member Workstation,3572197300880,04/09/2025 11:45 am,80H8,Intel(R) Core(TM) i3-4030U CPU @ 1.90GHz,Central Processor,1,2,4.00,(Standard disk drives) / SAMSUNG MZ7LN256HAJQ-000H1,IDE,238.47,3,8BCN45WW(V3.08),LENOVO,3572197300880,BIOS Date: 10/15/2014 Ver: 8BCN45WW(V3.08),LENOVO,(UTC +0100) BST,07/14/2025 07:45 pm
DESKTOP-TNBMD2Q,DESKTOP-TNBMD2Q,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),192.168.123.34,197.221.121.11,Standalone Workstation,1XTF1Z3,01/14/2025 11:35 am,Vostro 14 3430,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,16.00,(Standard disk drives) / NVMe BC901 NVMe SK hynix 512GB,SCSI,476.94,5,1.20.0,Dell Inc.,1XTF1Z3,BIOS Date: 03/26/2025 Ver: 1.20.0,Dell Inc.,(UTC +0200) SAST,07/21/2025 07:52 am
LAB-Jump,LAB-Jump,Desktop,BDR Group,BDR Group,BDR - Stratford LAB,BDR - Stratford LAB,Windows 10 Pro 22H2,64-bit,English (United States),192.168.44.189,195.224.83.226,Member Workstation,VMware-42 33 54 ec 4f 19 af 0a-a7 39 c1 4e 21 de 59 3e,12/11/2024 06:11 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz,Central Processor,2,1,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,500.00,1,6.00,Phoenix Technologies LTD,VMware-42 33 54 ec 4f 19 af 0a-a7 39 c1 4e 21 de 59 3e,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 05:55 pm
LAB-Jump,LAB-Jump,Desktop,BDR Group,BDR Group,BDR - Stratford LAB,BDR - Stratford LAB,Windows 10 Pro 22H2,64-bit,English (United States),192.168.44.189,195.224.83.226,Member Workstation,VMware-42 33 54 ec 4f 19 af 0a-a7 39 c1 4e 21 de 59 3e,12/11/2024 06:11 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz,Central Processor,2,1,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,150.00,3,6.00,Phoenix Technologies LTD,VMware-42 33 54 ec 4f 19 af 0a-a7 39 c1 4e 21 de 59 3e,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 05:55 pm
